order_id,customer_id,order_number,order_date,required_date,shipped_date,status,total_amount,tax_amount,shipping_fee,payment_method,shipping_provider,tracking_number,source_channel,notes
ORD-0358053-0CB7,CUST-123566-8857,PO-358053,2024-10-16 13:58:35,2024-10-21 13:58:35,2024-10-18 13:58:35,Shipped,697.12,51.64,0.00,Credit Card,UPS,1Z358053,Web,
ORD-0358054-0C92,CUST-178644-A5C3,PO-358054,2024-09-16 16:28:06,2024-09-21 16:28:06,2024-09-18 16:28:06,Shipped,123.48,9.15,0.00,Credit Card,UPS,1Z358054,Web,
ORD-0358055-5FDD,CUST-097046-B7A7,PO-358055,2026-02-20 14:11:21,2026-02-25 14:11:21,,Processing,380.31,28.17,0.00,Credit Card,,,Web,
ORD-0358056-F211,CUST-299994-AEF6,PO-358056,2025-12-04 17:15:22,2025-12-09 17:15:22,,Processing,1277.62,94.64,0.00,Credit Card,,,Web,
ORD-0358057-E1E4,CUST-270337-B1A9,PO-358057,2026-01-10 13:11:15,2026-01-15 13:11:15,2026-01-12 13:11:15,Shipped,576.14,42.68,0.00,Credit Card,UPS,1Z358057,Web,
ORD-0358058-51F7,CUST-363541-5CCC,PO-358058,2025-01-31 19:57:52,2025-02-05 19:57:52,,Processing,602.74,44.65,0.00,Credit Card,,,Web,
ORD-0358059-69E5,CUST-376727-0D69,PO-358059,2026-02-04 20:42:13,2026-02-09 20:42:13,2026-02-06 20:42:13,Shipped,476.17,35.27,0.00,Credit Card,UPS,1Z358059,Web,
ORD-0358060-DD42,CUST-402710-5359,PO-358060,2026-05-26 18:46:23,2026-05-31 18:46:23,2026-05-28 18:46:23,Shipped,995.07,73.71,0.00,Credit Card,UPS,1Z358060,Web,
ORD-0358061-263D,CUST-234017-B622,PO-358061,2024-02-02 15:23:10,2024-02-07 15:23:10,2024-02-04 15:23:10,Delivered,1465.87,108.58,0.00,Credit Card,UPS,1Z358061,Web,
ORD-0358062-3CAA,CUST-126642-7E00,PO-358062,2026-06-24 23:28:10,2026-06-29 23:28:10,,Pending,839.78,62.21,0.00,Credit Card,,,Web,
ORD-0358063-6E42,CUST-437476-C45D,PO-358063,2023-07-30 03:39:56,2023-08-04 03:39:56,,Pending,734.16,54.38,0.00,Credit Card,,,Web,
ORD-0358064-E0FF,CUST-232299-C1C6,PO-358064,2024-06-01 23:38:07,2024-06-06 23:38:07,2024-06-03 23:38:07,Delivered,680.77,50.43,0.00,Credit Card,UPS,1Z358064,Web,
ORD-0358065-D4AA,CUST-436352-87FE,PO-358065,2025-08-19 14:10:00,2025-08-24 14:10:00,2025-08-21 14:10:00,Shipped,614.89,45.55,0.00,Credit Card,UPS,1Z358065,Web,
ORD-0358066-F44E,CUST-003323-A435,PO-358066,2026-02-10 08:42:01,2026-02-15 08:42:01,2026-02-12 08:42:01,Delivered,765.96,56.74,0.00,Credit Card,UPS,1Z358066,Web,
ORD-0358067-2FFB,CUST-083944-D010,PO-358067,2024-10-29 09:06:10,2024-11-03 09:06:10,2024-10-31 09:06:10,Delivered,256.8,19.02,0.00,Credit Card,UPS,1Z358067,Web,
ORD-0358068-6E18,CUST-176609-B81D,PO-358068,2024-02-08 04:40:05,2024-02-13 04:40:05,,Processing,988.41,73.22,0.00,Credit Card,,,Web,
ORD-0358069-6B69,CUST-269071-564E,PO-358069,2026-04-14 01:25:12,2026-04-19 01:25:12,2026-04-16 01:25:12,Shipped,824.62,61.08,0.00,Credit Card,UPS,1Z358069,Web,
ORD-0358070-6001,CUST-480353-6F95,PO-358070,2024-11-01 03:21:10,2024-11-06 03:21:10,,Processing,92.93,6.88,0.00,Credit Card,,,Web,
ORD-0358071-8684,CUST-135232-90E5,PO-358071,2025-04-27 15:34:36,2025-05-02 15:34:36,,Processing,548.93,40.66,0.00,Credit Card,,,Web,
ORD-0358072-0A0F,CUST-196440-A3CA,PO-358072,2026-05-18 07:39:39,2026-05-23 07:39:39,,Pending,627.43,46.48,0.00,Credit Card,,,Web,
ORD-0358073-7872,CUST-009423-6BA0,PO-358073,2025-12-18 16:35:13,2025-12-23 16:35:13,,Processing,323.16,23.94,0.00,Credit Card,,,Web,
ORD-0358074-4E1C,CUST-111172-73A2,PO-358074,2026-04-11 04:44:24,2026-04-16 04:44:24,,Pending,18.22,1.35,0.00,Credit Card,,,Web,
ORD-0358075-F5FD,CUST-057365-288C,PO-358075,2026-01-17 02:52:42,2026-01-22 02:52:42,2026-01-19 02:52:42,Delivered,144.77,10.72,0.00,Credit Card,UPS,1Z358075,Web,
ORD-0358076-6945,CUST-493778-7335,PO-358076,2023-09-05 18:24:38,2023-09-10 18:24:38,2023-09-07 18:24:38,Shipped,1979.34,146.62,0.00,Credit Card,UPS,1Z358076,Web,
ORD-0358077-C62A,CUST-056664-F391,PO-358077,2025-03-27 04:31:44,2025-04-01 04:31:44,,Pending,503.67,37.31,0.00,Credit Card,,,Web,
ORD-0358078-E1B4,CUST-034257-956D,PO-358078,2024-10-13 17:56:10,2024-10-18 17:56:10,2024-10-15 17:56:10,Delivered,954.33,70.69,0.00,Credit Card,UPS,1Z358078,Web,
ORD-0358079-54D7,CUST-005010-9990,PO-358079,2023-07-13 16:55:41,2023-07-18 16:55:41,,Processing,536.19,39.72,0.00,Credit Card,,,Web,
ORD-0358080-3779,CUST-102312-83BB,PO-358080,2024-11-23 22:03:35,2024-11-28 22:03:35,,Pending,717.18,53.12,0.00,Credit Card,,,Web,
ORD-0358081-1E46,CUST-346120-1BB4,PO-358081,2024-12-17 14:32:03,2024-12-22 14:32:03,,Processing,839.64,62.2,0.00,Credit Card,,,Web,
ORD-0358082-0564,CUST-414778-2620,PO-358082,2024-02-12 02:08:36,2024-02-17 02:08:36,,Processing,91.93,6.81,0.00,Credit Card,,,Web,
ORD-0358083-DADA,CUST-006708-B7AB,PO-358083,2024-01-11 23:44:25,2024-01-16 23:44:25,2024-01-13 23:44:25,Shipped,491.59,36.41,0.00,Credit Card,UPS,1Z358083,Web,
ORD-0358084-F30A,CUST-433180-6DDB,PO-358084,2024-12-21 17:20:08,2024-12-26 17:20:08,2024-12-23 17:20:08,Shipped,833.99,61.78,0.00,Credit Card,UPS,1Z358084,Web,
ORD-0358085-6E0F,CUST-040450-1156,PO-358085,2023-09-12 01:17:18,2023-09-17 01:17:18,2023-09-14 01:17:18,Delivered,347.37,25.73,0.00,Credit Card,UPS,1Z358085,Web,
ORD-0358086-86FD,CUST-045432-3603,PO-358086,2023-07-08 04:23:23,2023-07-13 04:23:23,2023-07-10 04:23:23,Delivered,103.29,7.65,0.00,Credit Card,UPS,1Z358086,Web,
ORD-0358087-9882,CUST-163779-8B4F,PO-358087,2025-04-24 07:21:04,2025-04-29 07:21:04,,Pending,100.5,7.44,0.00,Credit Card,,,Web,
ORD-0358088-F6C0,CUST-193452-55C7,PO-358088,2026-04-25 16:33:49,2026-04-30 16:33:49,2026-04-27 16:33:49,Delivered,367.17,27.2,0.00,Credit Card,UPS,1Z358088,Web,
ORD-0358089-52CD,CUST-006963-6F5E,PO-358089,2026-03-30 01:54:22,2026-04-04 01:54:22,,Pending,509.04,37.71,0.00,Credit Card,,,Web,
ORD-0358090-8E49,CUST-356812-8823,PO-358090,2025-07-15 12:44:53,2025-07-20 12:44:53,,Processing,716.49,53.07,0.00,Credit Card,,,Web,
ORD-0358091-EB90,CUST-134423-D738,PO-358091,2024-11-16 17:31:47,2024-11-21 17:31:47,2024-11-18 17:31:47,Shipped,1261.84,93.47,0.00,Credit Card,UPS,1Z358091,Web,
ORD-0358092-58DC,CUST-309524-AE9A,PO-358092,2024-12-06 15:25:04,2024-12-11 15:25:04,,Processing,170.09,12.6,0.00,Credit Card,,,Web,
ORD-0358093-4773,CUST-121812-9157,PO-358093,2024-08-03 06:40:04,2024-08-08 06:40:04,,Pending,803.43,59.51,0.00,Credit Card,,,Web,
ORD-0358094-A325,CUST-049188-F29E,PO-358094,2026-04-14 22:42:11,2026-04-19 22:42:11,,Pending,374.93,27.77,0.00,Credit Card,,,Web,
ORD-0358095-DAB0,CUST-030131-B713,PO-358095,2025-09-03 22:15:03,2025-09-08 22:15:03,2025-09-05 22:15:03,Shipped,682.69,50.57,0.00,Credit Card,UPS,1Z358095,Web,
ORD-0358096-29D0,CUST-086350-546D,PO-358096,2023-10-20 08:47:04,2023-10-25 08:47:04,2023-10-22 08:47:04,Shipped,1375.34,101.88,0.00,Credit Card,UPS,1Z358096,Web,
ORD-0358097-B20A,CUST-355594-57D4,PO-358097,2025-03-20 22:17:10,2025-03-25 22:17:10,,Pending,1191.38,88.25,0.00,Credit Card,,,Web,
ORD-0358098-AB1E,CUST-110569-9402,PO-358098,2025-09-16 17:45:14,2025-09-21 17:45:14,2025-09-18 17:45:14,Shipped,699.25,51.8,0.00,Credit Card,UPS,1Z358098,Web,
ORD-0358099-0B50,CUST-035620-9C31,PO-358099,2025-03-07 21:11:16,2025-03-12 21:11:16,2025-03-09 21:11:16,Delivered,1158.69,85.83,0.00,Credit Card,UPS,1Z358099,Web,
ORD-0358100-9B3A,CUST-347241-05EA,PO-358100,2026-03-18 20:55:41,2026-03-23 20:55:41,2026-03-20 20:55:41,Shipped,1567.73,116.13,0.00,Credit Card,UPS,1Z358100,Web,
ORD-0358101-B60C,CUST-235223-4980,PO-358101,2025-04-30 18:46:59,2025-05-05 18:46:59,,Processing,404.88,29.99,0.00,Credit Card,,,Web,
ORD-0358102-E6D1,CUST-219925-84DC,PO-358102,2024-03-08 19:01:15,2024-03-13 19:01:15,2024-03-10 19:01:15,Shipped,122.23,9.05,0.00,Credit Card,UPS,1Z358102,Web,
ORD-0358103-7BFC,CUST-467118-7D24,PO-358103,2024-02-10 08:16:19,2024-02-15 08:16:19,,Pending,134.13,9.94,0.00,Credit Card,,,Web,
ORD-0358104-0D77,CUST-273538-7955,PO-358104,2023-08-09 07:28:20,2023-08-14 07:28:20,2023-08-11 07:28:20,Delivered,1065.87,78.95,0.00,Credit Card,UPS,1Z358104,Web,
ORD-0358105-C4DF,CUST-412927-4B98,PO-358105,2024-03-10 05:35:50,2024-03-15 05:35:50,,Processing,889.32,65.88,0.00,Credit Card,,,Web,
ORD-0358106-CF49,CUST-165562-0C07,PO-358106,2023-09-12 20:50:48,2023-09-17 20:50:48,2023-09-14 20:50:48,Delivered,252.14,18.68,0.00,Credit Card,UPS,1Z358106,Web,
ORD-0358107-D718,CUST-023552-9338,PO-358107,2024-04-20 09:33:43,2024-04-25 09:33:43,2024-04-22 09:33:43,Delivered,724.56,53.67,0.00,Credit Card,UPS,1Z358107,Web,
ORD-0358108-B5B2,CUST-223051-AC40,PO-358108,2023-07-20 09:23:06,2023-07-25 09:23:06,,Processing,962.8,71.32,0.00,Credit Card,,,Web,
ORD-0358109-5B6E,CUST-222399-BC78,PO-358109,2023-10-03 03:03:52,2023-10-08 03:03:52,2023-10-05 03:03:52,Delivered,215.58,15.97,0.00,Credit Card,UPS,1Z358109,Web,
ORD-0358110-3118,CUST-001552-351B,PO-358110,2024-10-05 02:48:05,2024-10-10 02:48:05,,Pending,1049.3,77.73,0.00,Credit Card,,,Web,
ORD-0358111-D5F6,CUST-465890-9C99,PO-358111,2025-02-20 12:33:48,2025-02-25 12:33:48,2025-02-22 12:33:48,Shipped,499.63,37.01,0.00,Credit Card,UPS,1Z358111,Web,
ORD-0358112-0302,CUST-390583-622D,PO-358112,2025-09-03 01:36:50,2025-09-08 01:36:50,2025-09-05 01:36:50,Shipped,449.78,33.32,0.00,Credit Card,UPS,1Z358112,Web,
ORD-0358113-58E3,CUST-196692-FCA5,PO-358113,2024-07-16 23:43:21,2024-07-21 23:43:21,,Processing,372.63,27.6,0.00,Credit Card,,,Web,
ORD-0358114-FAAC,CUST-160987-E872,PO-358114,2024-10-27 02:35:38,2024-11-01 02:35:38,,Processing,42.94,3.18,0.00,Credit Card,,,Web,
ORD-0358115-A672,CUST-483470-8743,PO-358115,2024-04-15 04:13:16,2024-04-20 04:13:16,,Pending,1016.88,75.32,0.00,Credit Card,,,Web,
ORD-0358116-87CD,CUST-255981-108E,PO-358116,2024-10-14 09:25:49,2024-10-19 09:25:49,2024-10-16 09:25:49,Shipped,1584.99,117.41,0.00,Credit Card,UPS,1Z358116,Web,
ORD-0358117-78D0,CUST-361128-6B69,PO-358117,2025-12-29 22:34:25,2026-01-03 22:34:25,2025-12-31 22:34:25,Delivered,543.76,40.28,0.00,Credit Card,UPS,1Z358117,Web,
ORD-0358118-DACF,CUST-407774-F858,PO-358118,2023-11-15 16:12:57,2023-11-20 16:12:57,,Pending,926.73,68.65,0.00,Credit Card,,,Web,
ORD-0358119-917C,CUST-139012-6B38,PO-358119,2025-01-30 03:51:49,2025-02-04 03:51:49,2025-02-01 03:51:49,Shipped,259.02,19.19,0.00,Credit Card,UPS,1Z358119,Web,
ORD-0358120-1FC6,CUST-445579-1230,PO-358120,2025-10-04 23:00:55,2025-10-09 23:00:55,,Processing,883.42,65.44,0.00,Credit Card,,,Web,
ORD-0358121-5FC1,CUST-182776-A9BC,PO-358121,2024-01-10 04:47:43,2024-01-15 04:47:43,2024-01-12 04:47:43,Shipped,1348.83,99.91,0.00,Credit Card,UPS,1Z358121,Web,
ORD-0358122-F809,CUST-101852-B5CC,PO-358122,2024-03-01 15:39:54,2024-03-06 15:39:54,,Pending,1352.86,100.21,0.00,Credit Card,,,Web,
ORD-0358123-DFE7,CUST-047674-35DB,PO-358123,2024-08-13 03:59:33,2024-08-18 03:59:33,,Processing,992.81,73.54,0.00,Credit Card,,,Web,
ORD-0358124-0E95,CUST-269625-B8B6,PO-358124,2024-03-08 04:56:48,2024-03-13 04:56:48,2024-03-10 04:56:48,Delivered,495.09,36.67,0.00,Credit Card,UPS,1Z358124,Web,
ORD-0358125-7E3A,CUST-486605-C806,PO-358125,2023-08-17 23:48:45,2023-08-22 23:48:45,,Pending,874.64,64.79,0.00,Credit Card,,,Web,
ORD-0358126-A4EA,CUST-435678-B6B0,PO-358126,2025-04-23 22:02:46,2025-04-28 22:02:46,,Pending,251.41,18.62,0.00,Credit Card,,,Web,
ORD-0358127-7FCA,CUST-468535-FE08,PO-358127,2025-01-17 06:12:21,2025-01-22 06:12:21,2025-01-19 06:12:21,Delivered,867.28,64.24,0.00,Credit Card,UPS,1Z358127,Web,
ORD-0358128-FB88,CUST-040789-30C5,PO-358128,2025-03-11 15:06:26,2025-03-16 15:06:26,2025-03-13 15:06:26,Delivered,1370.26,101.5,0.00,Credit Card,UPS,1Z358128,Web,
ORD-0358129-FFA7,CUST-437205-0FDF,PO-358129,2025-04-17 22:51:02,2025-04-22 22:51:02,2025-04-19 22:51:02,Delivered,1541.46,114.18,0.00,Credit Card,UPS,1Z358129,Web,
ORD-0358130-BBDA,CUST-288645-2154,PO-358130,2024-11-14 02:05:43,2024-11-19 02:05:43,2024-11-16 02:05:43,Shipped,1069.45,79.22,0.00,Credit Card,UPS,1Z358130,Web,
ORD-0358131-B368,CUST-383295-040D,PO-358131,2025-12-18 23:29:35,2025-12-23 23:29:35,,Processing,754.2,55.87,0.00,Credit Card,,,Web,
ORD-0358132-4A1C,CUST-445960-DD0E,PO-358132,2023-07-03 03:21:11,2023-07-08 03:21:11,,Pending,49.83,3.69,0.00,Credit Card,,,Web,
ORD-0358133-1B8F,CUST-490899-F882,PO-358133,2024-04-04 15:33:55,2024-04-09 15:33:55,2024-04-06 15:33:55,Delivered,360.72,26.72,0.00,Credit Card,UPS,1Z358133,Web,
ORD-0358134-51BA,CUST-206006-1860,PO-358134,2024-12-06 06:23:04,2024-12-11 06:23:04,2024-12-08 06:23:04,Delivered,1653.22,122.46,0.00,Credit Card,UPS,1Z358134,Web,
ORD-0358135-79FA,CUST-478236-32E5,PO-358135,2025-11-09 02:01:59,2025-11-14 02:01:59,,Pending,644.0,47.7,0.00,Credit Card,,,Web,
